C:\paras\Track\IMG\center_2021_12_28_20_31_06_897.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_06_897.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_06_897.jpg, 0, 0, 0, 8.247376E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_07_007.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_07_007.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_07_007.jpg, 0, 0, 0, 7.884822E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_07_113.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_07_113.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_07_113.jpg, 0, 0, 0, 8.028511E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_07_218.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_07_218.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_07_218.jpg, 0, 0, 0, 7.813096E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_07_325.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_07_325.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_07_325.jpg, 0, 0, 0, 8.112477E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_07_429.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_07_429.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_07_429.jpg, 0, 0, 0, 8.149107E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_07_535.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_07_535.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_07_535.jpg, 0, 0, 0, 7.884516E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_07_637.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_07_637.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_07_637.jpg, 0, 0, 0, 7.907075E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_07_737.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_07_737.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_07_737.jpg, 0, 0, 0, 7.857199E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_07_844.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_07_844.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_07_844.jpg, 0, 0, 0, 8.100827E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_07_951.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_07_951.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_07_951.jpg, 0, 0, 0, 8.173022E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_08_052.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_08_052.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_08_052.jpg, 0, 0, 0, 7.936206E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_08_153.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_08_153.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_08_153.jpg, 0, 0, 0, 7.820212E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_08_254.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_08_254.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_08_254.jpg, 0, 0, 0, 8.13325E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_08_356.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_08_356.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_08_356.jpg, 0, 0, 0, 8.418835E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_08_459.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_08_459.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_08_459.jpg, 0, 0, 0, 7.821275E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_08_567.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_08_567.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_08_567.jpg, 0, 0, 0, 8.013967E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_08_670.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_08_670.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_08_670.jpg, 0, 0, 0, 7.913695E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_08_774.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_08_774.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_08_774.jpg, 0, 0, 0, 7.886999E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_08_888.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_08_888.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_08_888.jpg, 0, 0, 0, 7.841935E-05
C:\paras\Track\IMG\center_2021_12_28_20_31_08_992.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_08_992.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_08_992.jpg, 0, 0.3564711, 0, 0.3280731
C:\paras\Track\IMG\center_2021_12_28_20_31_09_095.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_09_095.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_09_095.jpg, 0, 0.6678862, 0, 0.8616323
C:\paras\Track\IMG\center_2021_12_28_20_31_09_201.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_09_201.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_09_201.jpg, 0, 0.9574282, 0, 1.800301
C:\paras\Track\IMG\center_2021_12_28_20_31_09_305.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_09_305.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_09_305.jpg, -0.3090711, 1, 0, 2.82384
C:\paras\Track\IMG\center_2021_12_28_20_31_09_416.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_09_416.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_09_416.jpg, -0.6712468, 1, 0, 4.124409
C:\paras\Track\IMG\center_2021_12_28_20_31_09_523.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_09_523.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_09_523.jpg, -0.780943, 1, 0, 5.22748
C:\paras\Track\IMG\center_2021_12_28_20_31_09_625.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_09_625.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_09_625.jpg, -0.477255, 1, 0, 6.391963
C:\paras\Track\IMG\center_2021_12_28_20_31_09_736.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_09_736.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_09_736.jpg, -0.1119751, 1, 0, 7.765403
C:\paras\Track\IMG\center_2021_12_28_20_31_09_842.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_09_842.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_09_842.jpg, 0, 1, 0, 8.884337
C:\paras\Track\IMG\center_2021_12_28_20_31_09_950.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_09_950.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_09_950.jpg, -0.0657267, 1, 0, 10.22391
C:\paras\Track\IMG\center_2021_12_28_20_31_10_058.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_10_058.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_10_058.jpg, -0.3251265, 1, 0, 11.29086
C:\paras\Track\IMG\center_2021_12_28_20_31_10_163.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_10_163.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_10_163.jpg, -0.0335784, 1, 0, 12.42981
C:\paras\Track\IMG\center_2021_12_28_20_31_10_272.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_10_272.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_10_272.jpg, 0, 1, 0, 13.66933
C:\paras\Track\IMG\center_2021_12_28_20_31_10_381.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_10_381.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_10_381.jpg, 0, 1, 0, 14.67752
C:\paras\Track\IMG\center_2021_12_28_20_31_10_487.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_10_487.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_10_487.jpg, -0.0676722, 1, 0, 15.83892
C:\paras\Track\IMG\center_2021_12_28_20_31_10_596.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_10_596.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_10_596.jpg, -0.4513641, 1, 0, 16.98608
C:\paras\Track\IMG\center_2021_12_28_20_31_10_705.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_10_705.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_10_705.jpg, -0.152664, 1, 0, 17.98715
C:\paras\Track\IMG\center_2021_12_28_20_31_10_813.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_10_813.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_10_813.jpg, 0, 1, 0, 19.20656
C:\paras\Track\IMG\center_2021_12_28_20_31_10_925.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_10_925.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_10_925.jpg, 0, 1, 0, 20.24321
C:\paras\Track\IMG\center_2021_12_28_20_31_11_027.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_11_027.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_11_027.jpg, -0.279093, 1, 0, 21.21142
C:\paras\Track\IMG\center_2021_12_28_20_31_11_140.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_11_140.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_11_140.jpg, -0.3769752, 1, 0, 22.24692
C:\paras\Track\IMG\center_2021_12_28_20_31_11_241.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_11_241.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_11_241.jpg, -0.09211826, 1, 0, 23.2455
C:\paras\Track\IMG\center_2021_12_28_20_31_11_344.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_11_344.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_11_344.jpg, -0.3335022, 1, 0, 24.20369
C:\paras\Track\IMG\center_2021_12_28_20_31_11_454.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_11_454.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_11_454.jpg, -0.4110137, 1, 0, 25.21804
C:\paras\Track\IMG\center_2021_12_28_20_31_11_560.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_11_560.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_11_560.jpg, -0.118373, 1, 0, 26.18916
C:\paras\Track\IMG\center_2021_12_28_20_31_11_659.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_11_659.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_11_659.jpg, 0, 1, 0, 27.11166
C:\paras\Track\IMG\center_2021_12_28_20_31_11_768.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_11_768.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_11_768.jpg, 0, 1, 0, 28.22996
C:\paras\Track\IMG\center_2021_12_28_20_31_11_875.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_11_875.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_11_875.jpg, 0, 1, 0, 29.15411
C:\paras\Track\IMG\center_2021_12_28_20_31_11_978.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_11_978.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_11_978.jpg, 0, 1, 0, 30.06962
C:\paras\Track\IMG\center_2021_12_28_20_31_12_080.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_12_080.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_12_080.jpg, 0, 1, 0, 30.19024
C:\paras\Track\IMG\center_2021_12_28_20_31_12_182.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_12_182.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_12_182.jpg, 0, 1, 0, 30.19059
C:\paras\Track\IMG\center_2021_12_28_20_31_12_292.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_12_292.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_12_292.jpg, -0.2999082, 1, 0, 30.17091
C:\paras\Track\IMG\center_2021_12_28_20_31_12_399.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_12_399.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_12_399.jpg, -0.01059389, 1, 0, 30.1898
C:\paras\Track\IMG\center_2021_12_28_20_31_12_506.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_12_506.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_12_506.jpg, 0, 1, 0, 30.19005
C:\paras\Track\IMG\center_2021_12_28_20_31_12_609.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_12_609.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_12_609.jpg, -0.10635, 1, 0, 30.18833
C:\paras\Track\IMG\center_2021_12_28_20_31_12_718.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_12_718.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_12_718.jpg, -0.4330254, 1, 0, 30.1519
C:\paras\Track\IMG\center_2021_12_28_20_31_12_830.jpg, C:\paras\Track\IMG\left_2021_12_28_20_31_12_830.jpg, C:\paras\Track\IMG\right_2021_12_28_20_31_12_830.jpg, -0.09658107, 1, 0, 30.19177
